"division","tPeriod","sapPlant","family","baseModel","model","name","hours","package","dealer","retailDealer","country","customer","sapStatus","intSupplier","failedPart","supplier","dCode","failedAt","sCategory","sCategoryDetail","buildmonth","buildDate","soldDate","failDate","claimDate","dealerCreditDate","supplierClaimDate","claimNumber","wClaimNumber","engineManufacturer","engineSerialNumber","description","failedPartQuantity","labHrsClaimed","labHrsPaid","partsCosts","labour","travel","otherCosts","uplift","creditVAT","cost","importedDate","importDate","importWeek","postCutIn","nameCount","fourC","status","vetted"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560-80 IND","3154747","43","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","ARNOLD PLANT HIRE LTD","0239 -Error in rule engine OC","NON","333/D3063 -HOSE -10 BSP HP 1040 B","GATES HYDRAULICS  (EUR)","L -LEAKING","E -HYDRAULICS","7 -PIPES - HYDRAULIC","23 -BOOM","OCT 2022","22/10/2022","15/11/2022","29/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363857","#","JCB","DP320/41715U2678522","Complaint Hydraulic oil leak under boom lift ram. Cause Steel pipe behind boom lift ram and hose leading to ram check valve is leaking. Hose coupling is tight . Cure Removed coupling and found hose not seated correctly into solid steel pipe. Cleaned off coupling and seat, checked threads on steel pipe, refitted hose coupling, ran and tested, fault now cured.",0,2.75,2.75,0,0,0,0,0,318.76,0,"2022-12-12T14:05:40.244Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560-80 IND","3155551","34","S001 -Standard 12 months","0004004728 -HOLT JCB LTD BRISTOL","0004004728 -HOLT JCB LTD BRISTOL","United Kingdom","ALLSTONE SAND & GRAVEL LTD","0300 -Claim posted FI/CO (OC)","NON","334/F3713 -HOSE -08 BSP HP 7825mm B","GATES HYDRAULICS  (EUR)","L -LEAKING","E -HYDRAULICS","6 -HOSES","00 -MISC.","OCT 2022","20/10/2022","31/10/2022","10/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201361882","301324325","JCB","DP320/41715U2916722","Hydraulic leak investigated oil leak found leak to be coming from pipe underneat h boom, fitting was loose this was tightened and cleaned off, tested machine no leak presen t, operator used machine for 15mins and rechecked pipe for oil le ak none present and oil level ok",0,1.25,1.25,0,56.88,80,8.13,0,164.26,145.01,"2022-12-12T14:05:40.245Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560-80 IND","3156107","30","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","ARNOLD PLANT HIRE LTD","0239 -Error in rule engine OC","NON","333/F2913 -HOSE 10 BSP HP 2450 A","GATES HYDRAULICS  (EUR)","M -MISALIGNED/ASSY/LOOSE","E -HYDRAULICS","6 -HOSES","22 -BOOM FEED/RTN","OCT 2022","19/10/2022","16/11/2022","29/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363848","#","JCB","DP320/41715U3234422","Complaint Boom hose twisted. Cause the single hose inside inner boom on the left hand side housing the cables is creeping across to the boom hoses when the boom is fully retracted due to the hose being unclipped from the retaining hook/bracket at the front of the boom allowing too much slack at the rear of the bo Cure Pull hose forward at the front of the boom and secured into clip/hook, extended and retracted boom, hose now in place and not fouling any other hoses. Fault cured.",0,1,1,0,0,0,0,0,177,0,"2022-12-12T14:05:40.245Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560X80AGX","3149492","62","S001 -Standard 12 months","0004013942 -KITE ZRt","0004013942 -KITE ZRt","Hungary","KITE ZRT.","0239 -Error in rule engine OC","NON","332/H6536 -C/B VALVE - EXT 5AW/5TW","ATLANTIC FLUID TECH SRL","I -INOPERATIVE","E -HYDRAULICS","5 -VALVES/CARTRIDGES","00 -MISC.","MAY 2022","05/05/2022","31/10/2022","29/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201363216","#","JCB","DP320/41686U1223122","The boom extends when the machine brakes and proceeds to extend further out after completely stopping the machine. The counter balance valve was faulty. Our colleague inspected the machine, did the diagnostic steps, found the cause of the problem, then replaced the faulty counter balance valve with a new one. This solved the problem.",0,2,2,156.44,0,0,0,61.34,743.6,0,"2022-12-12T14:05:40.245Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560X80AGX","3150679","393","S001 -Standard 12 months","JCB8401 -JCB S.P.A.","JCB8401 -JCB S.P.A.","Italy","JCB ITALY - AGRICULTURE","0239 -Error in rule engine OC","NON","402/H1407 -ABI CPK ST5 112-129kW DTV","DENSO MARSTON LTD.","L -LEAKING","L -ENGINE ANCILLIARIES","4 -COOLING SYSTEM","10 -RAD. ASSEMBLY","MAY 2022","28/05/2022","31/08/2022","10/09/2022","02/12/2022","2022-12-10T00:00:00.000Z","#","201360772","#","JCB","DP320/41685U1330922","The radiator is leaking antifreeze fluid Radiator has a hole On 10/9/22 we noticed a coolant leak from the engine radiator which we immediately ordered as a replacement part, except IT WAS NOT AVAILABLE IN JCB WAREHOUSES. In the meantime, the customer added water to the radiator in order to continue working. After a few days, the crack in the radiator got bigger, rendering the machine unusable. We gave the customer our replacement vehicle so they could continue working and at the same time, we requested delivery from JCB Italy staff a number of times via internal emails. When the radiator arr",1,23.5,23.5,623.29,0,0,0,7.58,2427.51,0,"2022-12-12T14:05:40.245Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T001","8310 -Loadall Division","TLH -Telescopic Handlers","P90","510.56   F","3179951","19","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004001420 -UNITED RENTALS, INC.","USA","UNITED RENTALS, INC.","0239 -Error in rule engine OC","PWR","320/A9103 -SENSOR-NOx 12V 400mm","ROBERT BOSCH LIMITED","I -INOPERATIVE","L -ENGINE ANCILLIARIES","9 -MISCELLANEOUS","66 -NOX SENSOR","AUG 2022","28/08/2022","31/10/2022","17/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364117","#","JCB","SJ320/42326U2571422","Customer stated that the machine was stuck in derate, machine came into the shop. Technician inspected unit and tried to get it to go into a burn with no success. Technician found that there was a faulty upstream sender unit on the machine and replaced it, the unit still did not want to burn. Technician diagnosed further and found that th Technician replaced the faulty nox sensor with a new one and the machine went into a burn. Machine worked as it should with no issues.",1,8,8,98.93,0,0,0,56.07,1071.04,0,"2022-12-12T14:05:40.246Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","5.5-21/5.5-26 ROTO","555P210R","2793028","57","S003 -Standard 24 months 2000hrs","0004004754 -M3 TECHWEB AND GARANTIE","0004004964 -BERNARD MANUTENTION AGRI SAS","France","LOXAM PONTIVY","0300 -Claim posted FI/CO (OC)","NON","400/G6086 -LEAD BATTERY NEG 850MM 95","PARKINSON HARNESS TECH LTD","U -UNCONNECTED/OPEN CIRCUIT","C -ELECTRICS","9 -WIRING","11 -HARNESS MAINFRAME","SEP 2022","15/09/2022","17/10/2022","28/11/2022","05/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201360957","301324713","JCB","DP320/41688U2713822","CUSTOMER THINKS THAT THERE IS AN ANCILLARIES SENSOR FAULT. FAULT CODES B186B-01 AND B1828-13 ARE PRESENT INTERMITTENT FAULT. POOR CONNECTION OF EARTH HARNESS TO CHASSIS - NUT NOT TIGHTENED ENOUGH CHECK USING SERVICE MASTER. INTERMITTENT FAULT. CHECKED HARNESS, SUPPLY AND EARTH: OPEN CIRCUIT. CHECKED VARIOUS POINTS. TIGHTENED THE EARTH ON THE MAIN CHASSIS - CHECKED MATING FACE. TESTS SATISFACTORY",0,4,4,0,184.87,75.63,8.13,0,260.5,268.64,"2022-12-12T14:05:40.246Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","531/541/536-70","531-70","3155441","43","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","STEPTOES YARD LTD","0239 -Error in rule engine OC","NON","333/D0031 -Cap","MANN + HUMMEL (UK) LTD","M -MISALIGNED/ASSY/LOOSE","L -ENGINE ANCILLIARIES","4 -COOLING SYSTEM","12 -HEADER TANK","SEP 2022","24/09/2022","14/10/2022","02/12/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201363072","#","JCB","FN320/41537U2948422","Complaint Heaters blowing cold Cause Header tank cap not tight Cure Arrived on site and located the machine, run machine up to working temperature to find heaters only blowing cold, lifted boom and supported with safety stay, checked hoses to the heater matrix which one was warm one was cold, removed the heater valve and tested, heater valve worked as should, whilst inspecting I noticed that there was no coolant coming from the matrix when disconnected, no blockages found and re built hoses back onto the heater valve and heater box, went round to the engine bay to check coolant level which wa",0,2.75,2.75,0,0,0,0,0,246.16,0,"2022-12-12T14:05:40.246Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","542X70AGS","3155373","65","S001 -Standard 12 months","0004005437 -PAGOT CAPUT","0004005437 -PAGOT CAPUT","France","CUMA DU RONDE","0239 -Error in rule engine OC","NON","400/01262 -Compressor Air System Kit","KAB SEATING LIMITED (GBP)","I -INOPERATIVE","B -BODYWORK","9 -CAB MISC","59 -SEAT DAMPER","SEP 2022","21/09/2022","30/09/2022","25/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201360095","#","JCB","DP320/41715U2902622","The seat fails to inflate when the operator is sitting on it due to a lack of power from the suspension compressor Due to an operating fault on the suspension control switch, the compressor was operating continuously, which caused damage to it See Warranty Report 201357660 Replacement of compressor",0,1,1,133.63,0,0,0,34.66,589.77,0,"2022-12-12T14:05:40.247Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","542X70AGX","3155167","199","S001 -Standard 12 months","0004025880 -RECO JCB LTD","0004025880 -RECO JCB LTD","United Kingdom","ELLISCOMBE FARM LTD","0300 -Claim posted FI/CO (OC)","PWR","320/A7203 -TANK LINE ASSY-ABI","IMPERIAL AUTO INDUSTRIES LTD","I -INOPERATIVE","L -ENGINE ANCILLIARIES","3 -FUEL SYSTEM","01 -FUEL LINES/HOSES","SEP 2022","20/09/2022","20/10/2022","28/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363287","301324168","JCB","DP320/41685U2853022","Machine cutting out and displaying fault P0002 Found fuel supply hose pinched near trans cooler hoses Re routed hose and then stall tested machine to check it was ok",0,1.58,1.58,0,75.84,0,8.13,0,91.01,83.97,"2022-12-12T14:05:40.247Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","542X70AGX","3155385","137","S001 -Standard 12 months","0004004849 -G & J PECK LTD ( ELY )","0004004849 -G & J PECK LTD ( ELY )","United Kingdom","CAMBS UNIVERSITY FENS","0300 -Claim posted FI/CO (OC)","NON","1371/0401D -(W) (P) NUT (P545)","OPTIMAS OE SOLUTIONS LTD","Q -MISSING","B -BODYWORK","4 -BOOM","28 -INNER BOOM WEAR PADS","SEP 2022","24/09/2022","13/10/2022","15/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363360","301324231","JCB","DP320/41685U2906022","FRONT WEAR PAD NUTS FALLEN OFF  CHANGE OF DESIGN AND NO LOCTITE/SPRING WASHERS SORT AND ORDER PARTS, LOAD VAN AND JTF. WAIT FOR LOADALL TO FINISH FEEDING CATTLE. FOUND NUTS SECURING FRONT BOTTOM WEAR PADS IN PLACE, MAT COME LOOSE AND MISSING. FITTED NEW NUT, APPLY LOCTITE AS NONE FITTED ON PRODUCTION LINE, ALSO FITTED SPRING WASHERS, TOOK ALL NUTS OFF AND APPLY LOCTITE AND SPRING WASHERS TO PREVENT REPEAT FAILURE IN THE FUTURE. CLEAR UP, RTB AND UNLOAD.",1,2.05,2.05,3.7,98.4,70,8.13,1.17,215.62,181.4,"2022-12-12T14:05:40.247Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","535/536-95/533-105","533-105","3155798","19","Not assigned","0004004838 -GREENSHIELDS JCB LTD - BRAINTREE","0004004728 -HOLT JCB LTD BRISTOL","United Kingdom","SUMMIT PLATFORMS LTD","0013 -No Next level vendor found","NON","320/A4859 -HOSE EGR VALVE INLET","Not assigned","L -LEAKING","E -HYDRAULICS","6 -HOSES","23 -VALVE FEE/RTN","OCT 2022","12/10/2022","31/10/2022","02/12/2022","07/12/2022","#","#","201363810","#","JCB","FN320/41537U3112522","Machine has hydraulic leak Inspected machine to find leak falling from just behind the fuel tank. Suspect leak on valve block. Raised boom on machine and installed safety prop. Got under boom to inspect valve block, and found inlet hose of the valve block was loose, and leaking. Removed inlet hose from block, an Installed new O-ring, and refit hose onto machine. Tightened hose and cleaned up any leaked oil. Tested machine for 15 minutes to check for any further leaks. None present, machine all ok.",0,1.5,0,0,0,0,0,0,0,0,"2022-12-12T14:05:40.248Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","535/536-95/533-105","536X95AGX","3152185","387","S001 -Standard 12 months","0004004849 -G & J PECK LTD ( ELY )","0004004849 -G & J PECK LTD ( ELY )","United Kingdom","PRETORIA ENERGY COMPANY (MEPAL) LTD","0239 -Error in rule engine OC","NON","160/16003 -GA - QUICKHITCH (YELLOW) Q-FIT MANUAL","JCB Internally Manufactured Compone","M -MISALIGNED/ASSY/LOOSE","A -ATTACHMENTS","6 -AGRICULTURAL","90 -MULTI-HITCH","JUN 2022","19/06/2022","18/07/2022","15/09/2022","08/12/2022","2022-12-10T00:00:00.000Z","#","201363115","#","JCB","DP320/41685U1965422","CARRIAGE BENT PIN BOLT SNAPPED CUSTOMER ADVISED THAT CARRIAGE SEEMED TO HAVE DROPPED/WAS OUT OF ALIGNMENT FROM THE MAIN PIN. ONCE MACHINE WAS IN THE WORKSHOP AND INSPECTED IT WAS FOUND THAT THE MAIN SECURING BOLT HAD SHEARED WHILST THE MACHINE WAS BEING USED. THIS CAUSED THE PIN TO COME OUT OF THE CARRIAGE AND RESULT IN THE CARRIAGE DISTORTING, ON FURTHER INVESTIGATION AN OIL LEAK WAS IDENTIFIED FROM THE TILT CYLINDER RAM. TRIED TO OPERATE THE RAM TO IDENTIFY THE SOURCE OF THE LEAK BUT FOUND THAT THE ROD IS BENT. CAUSED BY THE CARRIER DROPPING WHEN THE PIN SHEARED. - ORDERED NECESSARY PARTS.",1,8.09,8.09,950.31,0,0,0,302.02,5700.46,0,"2022-12-12T14:05:40.248Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","538-60/532-60","532X60AGS","3155512","35","S001 -Standard 12 months","0004005425 -LACAN","0004005425 -LACAN","France","GAEC VIDAL","0239 -Error in rule engine OC","NON","332/R8147 -Hose 1/2 BSP H/P 1","GATES HYDRAULICS  (EUR)","L -LEAKING","E -HYDRAULICS","6 -HOSES","35 -COOLER FEED","SEP 2022","23/09/2022","25/10/2022","28/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359890","#","JCB","DP320/41715U2916822","ENGINE COMPARTMENT HYDRAULIC FLUID LEAK. HOSE LOOSE IN FRONT OF RADIATOR - HYDRAULIC LEAK. TIGHTENED HOSES IN FRONT OF RADIATOR AND FILLED HYDRAULIC LEVEL. REMOVED PROTECTIVE PANELS UNDERNEATH TELE-HANDLER AND BOOM AND AGAINST THE CONTROL VALVES. TIGHTENED ALL HOSES AND TEST.",0,2.5,2.5,36.88,0,0,0,6.48,278.6,0,"2022-12-12T14:05:40.248Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","538-60/532-60","538X60AGS","3155412","290","S001 -Standard 12 months","0004025880 -RECO JCB LTD","0004025880 -RECO JCB LTD","United Kingdom","RAYMOND FARMING LTD","0239 -Error in rule engine OC","PWR","320/A8577 -AAN5467 14v 170A Alternator","MAHLE Electric Drives Slovenija d.o","I -INOPERATIVE","L -ENGINE ANCILLIARIES","8 -MOUNTINGS - ENGINE","10 -ALTERNATOR","SEP 2022","23/09/2022","13/10/2022","28/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201363319","#","JCB","DP320/41681U2915522","Visited machine which had cut out and had various low voltage faults and battery was flat Faulty alternator, not charging and machine running had flattened battery Travel to site, tested wiring to alternator with ignition on and had no power to the excite wire, checked wiring all the way back through which was ok to find, help file was not right for machine and alternator was at fault, fitted new alternator and tested to be ok.",1,8.19,8.19,81.97,0,0,0,22.05,935.02,0,"2022-12-12T14:05:40.248Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","538-60/532-60","538X60AGX","3155139","319","S001 -Standard 12 months","0004020496 -R KENNEDY & CO (NI) LTD","0004020496 -R KENNEDY & CO (NI) LTD","United Kingdom","BRODISON BROTHERS","0239 -Error in rule engine OC","WRE","25/222913 -VALVE - CARTRIDGE","HYDRAFORCE HYDRAULICS (EUR)","I -INOPERATIVE","E -HYDRAULICS","5 -VALVES/CARTRIDGES","00 -MISC.","SEP 2022","16/09/2022","11/10/2022","18/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363819","#","JCB","DP320/41683U2852722","Went to farm for machine not taking gears When inspected found when operating machine it would not take 4th gear, found solenoid to be sticking internally Removed plates, removed and replaced solenoid from transmission, built up and tested (1) parts vor surcharge 98941608",1,4,4,12.02,0,0,0,4.9,475.09,0,"2022-12-12T14:05:40.248Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","540-180","540V180","3156271","37","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","ASHBROOK LTD","0300 -Claim posted FI/CO (OC)","NON","721/W5600 -STG 5 56+ POD HARNESS","SAMVARDHANA MOTHERSON INTERNATIONAL","J -SHORT CIRCUIT/BURN OUT","C -ELECTRICS","9 -WIRING","10 -HARNESS","OCT 2022","23/10/2022","31/10/2022","07/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201363726","301324763","JCB","FN320/41537U3268722","Complaint Battery draining. Cause Wire trapped against main live on back of alternator Cure Travel to site. Investigated battery drain. Removed battery as machine is completely dead and tested, result was - bad cell replace. Fitted new battery Tested amp draw with machine off and found 3.0+ Amps draw, should be no more than 0.06A. Pulled relays, primary fuses and unplugged engine pod fuse box but still had the same draw. Removed lives screwed to battery terminal and still the same so had to be main live lead to starter and alternator. Checked wiring to alternator and found that engine running",0,2.75,2.75,58.2,125.13,80,8.13,16.9,392.46,288.36,"2022-12-12T14:05:40.249Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560-80 IND","3154080","445","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","THOMAS PLANT HIRE LIMITED","0239 -Error in rule engine OC","PWR","320/41681 -448-S5--097-12V-L2A-EU","JCB Internally Manufactured Compone","X -BLOCKED/CONTAMINATED","L -ENGINE ANCILLIARIES","7 -EXHAUST","81 -DPD DIESEL PARTICULATE DIFFUSER","AUG 2022","28/08/2022","31/10/2022","07/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363659","#","JCB","DP320/41681U2515822","Complaint Machine requires service regen Cause Machine in derate Cure Travelled to site, tested machine and found machine requiring a service regen. Attempted to carry out service regen but unable to do so as machine doesnt have a pvsg gateway fitted. Liaised with service off and technical assistance and arranged use of off board PVSG tool. With tool now on machine, carried out service regen on machine. Once regen was completed carried out engine oil and filter change and hot test. Refitted removed panels. Carried out further hot test, all OK",0,3.75,3.75,48.48,0,0,0,9.68,428.53,0,"2022-12-12T14:05:40.250Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T002","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560X80AGX","3152887","71","S001 -Standard 12 months","0004027369 -ManutOne","0004027369 -ManutOne","France","#","0239 -Error in rule engine OC","NON","400/L8275 -SWITCH AUX VENT  (P493)","ELOBAU ELEKTRO GMBH","F -FATIGUED/FRACTURED","C -ELECTRICS","7 -HYD/ELEC","49 -SOLENOID UNLOADER","JUL 2022","13/07/2022","05/09/2022","24/10/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201360162","#","JCB","DP320/41685U2136022","EX SWITCH DOES NOT OPERATE SWITCH NOT OPERATING REPLACED AND TESTED",0,1,1,3.4,0,0,0,1.05,136.02,0,"2022-12-12T14:05:40.250Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","532-60AG","3153436","132","S001 -Standard 12 months","0004005097 -REA VALLEY TRACTORS","0004005152 -REA VALLEY TRACTORS","United Kingdom","R G & K A LEWIS","0300 -Claim posted FI/CO (OC)","NON","332/G0948 -ADAPTOR 1-1/16SAExG1/2A","HYDRASPECMA SAMWON LTD (USD)","L -LEAKING","H -STEERING","2 -ORBITROL VALVE","18 -HOSE","JUL 2022","25/07/2022","26/09/2022","30/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363395","301324280","JCB","DP320/41678U2326322","oil leak loose hose fitting loaded van and travelled to job investigate customer complaint of an oil leak confirmed leak and found location removed hardware to gain access loose hose fitting found tightened hose topped up lost oil checked operation loaded van returned to depot",0,1,1,39.18,48,70,8.13,9.03,229.49,174.34,"2022-12-12T14:05:40.251Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","532-60AG","3154274","26","S001 -Standard 12 months","0004004912 -G & J PECK ( SPALDING )","0004004849 -G & J PECK LTD ( ELY )","United Kingdom","PECKS DEMO/COURTESY","0300 -Claim posted FI/CO (OC)","CABS","400/B7111 -CORPORATE HANDLE - PADDLE (P493)","D-LA PORTE SOHNE GMBH (EUR)","I -INOPERATIVE","B -BODYWORK","9 -CAB MISC","34 -DOOR HANDLE","AUG 2022","31/08/2022","30/09/2022","05/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201364071","301324701","JCB","DP320/41678U2571022","DOOR WONT OPEN DOOR HANDLE INVESTIGATE FOR DOOR WONT OPEN / KEY JAMS IN LOCK FOUND KEY HAD TO BE FORCED INTO DOOR HANDLE LOCK DUE TO HANDLE LOCK JAMMING INTERNALLY, REMOVE LOWER DOOR TRIM AND REPLACE LOWER DOOR HANDLE AND ONE BOLT DUE TO PREVIOUSLY ROUNDED OFF. REFIT HANDLE AND TEST - OK",1,0.92,0.92,7.78,44.16,0,8.13,2.15,76.44,62.22,"2022-12-12T14:05:40.251Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","532X70AG","3098115","33","S001 -Standard 12 months","0004012108 -CYDIMA S.L.","0004012108 -CYDIMA S.L.","Spain","AGRICOLA DE HERRIN, S.L.","0300 -Claim posted FI/CO (OC)","CABS","402/K8211 -WA LOWER DOOR GRAB HANDLE (P493)","FORMBEND LTD","1 -FIELD MOD/SPEC CHANGE","B -BODYWORK","9 -CAB MISC","34 -DOOR HANDLE","FEB 2022","24/02/2022","30/08/2022","21/11/2022","05/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201361351","301324744","JCB","DP320/41678U0625522","Inside door handle does not correspond to the model Incorrect part assembly Incident reviewed, replaced with the handle that corresponds to the machine",1,1,1,15.94,33.61,0,8.13,9.82,100.42,67.49,"2022-12-12T14:05:40.251Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","532X70AG","3153734","69","S001 -Standard 12 months","0004015681 -Tractoralba, S.L.","0004015681 -Tractoralba, S.L.","Spain","ROMEGIL CB","0239 -Error in rule engine OC","NON","402/L6763 -HOSE -10 BSP LP 1770MM B","GATES HYDRAULICS  (EUR)","L -LEAKING","E -HYDRAULICS","7 -PIPES - HYDRAULIC","80 -TRANSMISSION","JUL 2022","22/07/2022","31/08/2022","27/11/2022","02/12/2022","2022-12-10T00:00:00.000Z","#","201360707","#","JCB","DP320/41678U2390822","The machine leaks oil. One of the transmission oil return lines was caught in the engine mount and was severed. Located the leak. Repaired the pipe with a spigot.",0,3,3,0,0,0,0,0,88.24,0,"2022-12-12T14:05:40.252Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","542-70 IND","3152626","204","S001 -Standard 12 months","0004004939 -TERRA HOLDING GMBH","0004004939 -TERRA HOLDING GMBH","Austria","MARIUS PEDERSEN","0300 -Claim posted FI/CO (OC)","NON","401/A4739 -FUEL HOSE TANK TO PUMP NG","OAKBRAY LTD  (GBP)","3 -LOW","L -ENGINE ANCILLIARIES","3 -FUEL SYSTEM","01 -FUEL LINES/HOSES","JUN 2022","28/06/2022","30/08/2022","24/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363066","301324099","JCB","DP320/41678U2009922","The customer complained about the low engine power of the machine. Sometimes the machine could not be started. Occasionally, it would should down. We checked and found that the engine had no power. We checked the fuel - ok, we checked the fuel pump power - ok We started checking the diesel line to the engine and found a squeezed hose over the frame from the tank to the p We dismantled the hose, tested it for patency and reinstalled it. Test - the engine starts and the machine runs well in power. Attached is the photo documentation.",0,4,4,0,126.05,0,8.13,0,126.05,134.17,"2022-12-12T14:05:40.252Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","T003","8310 -Loadall Division","TLH -Telescopic Handlers","532/542-70","542-70AGS","3095530","141","S001 -Standard 12 months","0004004954 -C F C HOLDINGS PTY LTD - AEA","0004005179 -C F C HOLDINGS PTY LTD","Australia","CEA UPTIME - MICHAELS","0300 -Claim posted FI/CO (OC)","NON","717/07060 -RADIO BT RM2001-EU","AAMP GLOBAL LTD (USD)","I -INOPERATIVE","C -ELECTRICS","4 -INSTRUMENTS","70 -RADIO","JAN 2022","13/01/2022","31/08/2022","20/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201363612","301324693","JCB","DM320/42026U3496721","Client complained the Radio would not work Internal fault Tested power to radio and found to be ok, tested radio not working, replaced radio with a new one and tested ok.",1,0.5,0.5,70.31,37.5,0,8.13,60.7,210.4,176.64,"2022-12-12T14:05:40.252Z","12/12/2022","50","Yes",0,"No","Open","No"
